City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
342,Piet Retief,ZA,-27.0071,30.8132,59.31,91,100,6.38,light rain
343,Sobolevo,RU,54.4299,31.8996,18.93,98,98,2.46,overcast clouds
344,Roma,US,43.2128,-75.4557,32.83,56,100,6.91,overcast clouds
345,Fuerte Olimpo,PY,-21.0415,-57.8738,103.69,14,0,4.32,clear sky
346,Ballina,AU,-28.8667,153.5667,76.78,82,22,10.89,few clouds
347,Te Karaka,NZ,-38.4654,177.8679,63.25,79,98,2.21,overcast clouds
348,Belen,TR,36.4891,36.2233,54.91,74,0,0.78,clear sky
349,Minsk,BY,53.9,27.5667,15.55,96,64,7.09,broken clouds
350,Oksfjord,NO,70.2396,22.3479,30.38,41,0,5.53,clear sky
351,Alihe,CN,50.5667,123.7167,23.16,88,100,9.69,overcast clouds
352,Neopolis,BR,-10.32,-36.5794,76.35,76,79,9.57,broken clouds
353,Pandan,PH,14.0453,124.1694,78.35,87,89,7.72,overcast clouds
354,Egvekinot,RU,66.3167,-179.1667,-12.69,80,18,5.75,few clouds
355,Jijiga,ET,9.35,42.8,60.96,29,0,6.8,clear sky
356,Castro,BR,-24.7911,-50.0119,69.84,63,15,4.7,few clouds
357,Bayir,TR,37.2687,28.2167,61.32,94,49,7.07,scattered clouds
358,Mahebourg,MU,-20.4081,57.7,71.89,78,40,2.3,scattered clouds
359,Waipawa,NZ,-41.4122,175.5153,64.11,66,32,4.03,scattered clouds
360,Upanema,BR,-5.6419,-37.2578,82.62,61,89,18.25,overcast clouds
361,Kurilsk,RU,45.2333,147.8833,35.64,77,16,3.98,few clouds
362,Lodwar,KE,3.1191,35.5973,83.17,49,41,14.88,scattered clouds
363,Lata,PT,40.1629,-8.3327,55.81,92,100,1.88,overcast clouds
364,Killam,CA,52.7834,-111.8518,26.55,46,97,16.11,overcast clouds
365,Waingapu,ID,-9.6567,120.2641,78.76,83,98,3.89,light rain
366,Isangel,VU,-19.55,169.2667,80.71,78,1,11.5,clear sky
367,Shalinskoye,RU,55.7228,93.7594,10.15,87,35,5.88,scattered clouds
368,Port Moresby,PG,-9.4431,147.1797,76.42,88,20,4.61,few clouds
369,Poronaysk,RU,49.2167,143.1167,28.81,88,95,4.72,overcast clouds
370,Skagen,DK,57.7209,10.5839,39.0,73,100,28.23,overcast clouds
371,Grand Gaube,MU,-20.0064,57.6608,72.0,71,0,3.0,clear sky
372,Virginia Beach,US,36.8529,-75.978,55.44,64,20,4.61,few clouds
373,Leningradskiy,RU,69.3833,178.4167,-9.44,98,100,8.9,overcast clouds
374,Harboore,DK,56.6175,8.1807,36.14,74,100,17.92,overcast clouds
375,Padang,ID,-0.9492,100.3543,75.25,88,100,3.76,overcast clouds
376,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,7.39,66,0,8.95,clear sky
377,Klaksvik,FO,62.2266,-6.589,49.12,88,97,39.06,light rain
378,Fengkou,CN,30.0833,113.2667,56.66,81,0,0.58,clear sky
379,Lazaro Cardenas,MX,17.9583,-102.2,83.37,67,53,8.46,broken clouds
380,Ontario,US,34.0633,-117.6509,72.9,14,0,18.41,clear sky
381,Blagoveshchensk,RU,50.2667,127.5333,32.61,93,75,4.47,broken clouds
382,Jamalpur,BD,24.9167,89.9333,65.23,77,75,5.06,broken clouds
383,Yuncheng,CN,35.0231,110.9928,49.48,76,7,3.74,clear sky
384,San Rafael,AR,-34.6177,-68.3301,87.89,28,59,5.53,broken clouds
385,Chinsali,ZM,-10.5414,32.0816,70.18,60,86,5.19,overcast clouds
386,Coquimbo,CL,-29.9533,-71.3436,64.13,72,75,12.66,broken clouds
387,Wendo,ET,6.6,38.4167,56.3,85,68,3.91,broken clouds
388,Kieta,PG,-6.2167,155.6333,81.01,81,99,5.99,overcast clouds
389,Muravlenko,RU,63.7898,74.523,-6.16,95,100,14.56,overcast clouds
390,Asau,RO,46.4333,26.4,33.28,95,100,2.82,light snow
391,Hofn,IS,64.2539,-15.2082,44.94,90,100,30.8,overcast clouds
392,Cherskiy,RU,68.75,161.3,-9.69,97,100,13.2,light snow
393,Sal Rei,CV,16.1833,-22.9167,76.68,72,99,22.75,overcast clouds
394,Half Moon Bay,US,37.4636,-122.4286,66.61,35,20,5.75,few clouds
395,Victor Harbor,AU,-35.5667,138.6167,55.99,74,14,19.17,few clouds
396,Jacqueville,CI,5.2052,-4.4146,79.32,78,67,7.85,light rain
397,Sabang,ID,5.8933,95.3214,81.0,78,100,13.89,overcast clouds
398,Ouahigouya,BF,13.5828,-2.4216,80.74,18,12,8.88,few clouds
399,Okha,RU,53.5739,142.9478,24.71,83,100,12.62,overcast clouds
400,Vila Velha,BR,-20.3297,-40.2925,75.15,80,20,16.11,few clouds
401,San Patricio,US,28.017,-97.5169,48.83,86,100,19.39,overcast clouds
402,Bambous Virieux,MU,-20.3428,57.7575,71.85,78,40,2.3,scattered clouds
403,Abu Dhabi,AE,24.4667,54.3667,80.71,75,0,5.75,clear sky
404,Trebinje,BA,42.7119,18.3442,64.76,88,40,5.75,scattered clouds
405,Lewistown,US,40.5992,-77.5714,38.19,70,0,10.36,clear sky
406,Batagay,RU,67.6333,134.6333,-21.59,96,100,1.72,overcast clouds
407,Varfurile,RO,46.3167,22.5167,44.53,93,100,3.13,light rain
408,Nautla,MX,20.2167,-96.7833,73.94,82,87,11.54,overcast clouds
409,Homer,US,59.6425,-151.5483,40.8,70,100,5.01,overcast clouds
410,Saint-Pierre,RE,-21.3393,55.4781,71.28,68,0,3.44,clear sky
411,Maralal,KE,1.0968,36.698,59.11,82,49,4.38,scattered clouds
412,Labuan,MY,5.2767,115.2417,77.36,100,20,0.0,few clouds
413,Qinzhou,CN,21.95,108.6167,70.25,72,92,9.31,overcast clouds
414,Houma,US,29.5958,-90.7195,48.0,96,100,11.5,moderate rain
415,Kupang,ID,-10.1667,123.5833,76.89,87,100,2.55,light rain
416,Bilasipara,IN,26.232,90.2347,61.57,81,68,6.96,broken clouds
417,Komsomolskiy,UZ,40.4272,71.7189,45.32,87,100,2.3,fog
418,Ajdabiya,LY,30.7554,20.2263,69.21,23,8,13.24,clear sky
419,Baglan,AF,36.1307,68.7083,50.45,80,3,0.6,clear sky
420,Wagar,SD,16.1525,36.2032,78.93,59,0,17.02,clear sky
421,Amahai,ID,-3.3333,128.9167,78.84,82,100,3.31,overcast clouds
422,Kalia,BD,23.0396,89.6328,65.98,63,3,5.19,clear sky
423,Quang Ngai,VN,15.1167,108.8,73.36,96,100,3.65,overcast clouds
424,Puerto Baquerizo Moreno,EC,-0.9,-89.6,76.19,73,40,17.27,scattered clouds
425,Thurso,GB,58.5927,-3.5259,46.85,83,100,30.82,overcast clouds
426,Celestun,MX,20.8667,-90.4,80.29,77,87,5.19,light rain
427,Kerema,PG,-7.9631,145.7785,80.42,82,100,1.99,overcast clouds
428,Jorochito,BO,-18.05,-63.4333,91.72,24,0,10.98,clear sky
429,Clinton,US,42.587,-82.9199,30.94,55,100,21.85,overcast clouds
430,Santa Cruz,BO,-17.8,-63.1667,93.25,49,20,17.27,few clouds
431,Anqing,CN,30.5092,117.0506,59.23,78,81,3.44,broken clouds
432,Marawi,PH,7.9986,124.2928,70.0,89,100,3.22,overcast clouds
433,Bermejillo,MX,25.8833,-103.6167,66.04,48,100,7.11,overcast clouds
434,Leshukonskoye,RU,64.8989,45.7622,21.76,93,41,8.61,scattered clouds
435,Ambilobe,MG,-13.2,49.05,73.69,79,31,3.31,scattered clouds
436,Savonlinna,FI,61.8699,28.88,24.85,86,100,10.36,overcast clouds
437,Kulhudhuffushi,MV,6.6221,73.07,80.51,72,100,0.49,overcast clouds
438,Trelew,AR,-43.249,-65.3051,70.07,26,0,20.71,clear sky
439,College,US,64.8569,-147.8028,22.21,78,83,2.21,broken clouds
440,Kastrakion,GR,39.7156,21.6181,60.22,80,87,2.86,overcast clouds
441,Nioro,GM,13.35,-15.75,76.89,15,77,4.7,broken clouds
442,Namie,JP,37.4833,141.0,45.72,69,100,3.22,overcast clouds
443,Gravdal,NO,68.1214,13.5031,41.68,54,0,6.08,clear sky
444,Maloy,NO,61.9353,5.1136,35.33,54,4,3.6,clear sky
445,Port-Gentil,GA,-0.7193,8.7815,80.56,83,100,14.97,light rain
446,Andenes,NO,69.3143,16.1194,30.18,93,0,10.36,clear sky
447,Vilyuysk,RU,63.7553,121.6247,0.03,96,100,5.77,overcast clouds
448,Hokitika,NZ,-42.7167,170.9667,58.84,80,98,4.25,overcast clouds
449,Qaqortoq,GL,60.7167,-46.0333,24.19,77,100,6.8,overcast clouds
450,Polunochnoye,RU,60.8697,60.4153,13.14,85,92,7.9,overcast clouds
451,Lensk,RU,60.7253,114.9278,-8.34,98,79,4.9,broken clouds
452,Teruel,ES,40.6667,-0.6667,32.94,76,67,16.53,broken clouds
453,Port Blair,IN,11.6667,92.75,79.48,82,40,8.3,scattered clouds
454,Zakamensk,RU,50.3741,103.2863,-1.7,98,12,2.95,few clouds
455,Maracacume,BR,-2.0428,-45.9592,76.64,86,54,3.69,broken clouds
456,Fernley,US,39.608,-119.2518,42.31,30,0,4.0,clear sky
457,Ketchikan,US,55.3422,-131.6461,37.51,91,100,4.94,light rain
458,Zhigansk,RU,66.7697,123.3711,-7.98,98,100,15.1,light snow
459,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,64,75,25.32,broken clouds
460,Hobyo,SO,5.3505,48.5268,80.73,74,2,6.69,clear sky
461,Emba,KZ,48.8264,58.1442,34.25,95,100,6.17,overcast clouds
462,Honiara,SB,-9.4333,159.95,82.74,78,85,4.25,overcast clouds
463,San Jose,US,37.3394,-121.895,69.6,33,0,8.01,clear sky
464,Yaypan,UZ,40.3758,70.8156,43.48,89,85,4.05,overcast clouds
465,Norman Wells,CA,65.282,-126.8329,14.04,85,75,0.0,broken clouds
466,Puerto Madryn,AR,-42.7692,-65.0385,68.36,35,84,17.49,broken clouds
467,Helong,CN,42.5397,128.9972,33.78,91,27,5.26,scattered clouds
468,Karratha,AU,-20.7377,116.8463,77.41,41,98,8.81,overcast clouds
469,Srivardhan,IN,18.0333,73.0167,70.52,49,42,6.6,scattered clouds
470,Rocha,UY,-34.4833,-54.3333,74.57,71,100,12.17,overcast clouds
471,Chapais,CA,49.7834,-74.8492,20.98,92,100,10.13,light snow
472,Arlit,NE,18.7369,7.3853,75.42,12,100,8.75,overcast clouds
473,Griffith,US,41.5284,-87.4237,27.25,72,100,16.11,overcast clouds
474,Atar,MR,20.5169,-13.0499,72.21,37,0,10.11,clear sky
475,Revda,RU,56.801,59.9303,3.63,98,66,3.04,broken clouds
476,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,77.92,93,99,3.62,heavy intensity rain
477,La Ronge,CA,55.1001,-105.2842,26.85,59,20,6.91,few clouds
478,Nhulunbuy,AU,-12.2333,136.7667,77.61,88,100,4.61,overcast clouds
479,Leh,IN,34.1667,77.5833,25.59,92,100,5.59,light snow
480,Majayjay,PH,14.1463,121.4729,72.05,97,100,3.74,overcast clouds
481,Margate,GB,51.3813,1.3862,47.3,87,100,7.43,overcast clouds
482,Wajima,JP,37.4,136.9,56.01,73,88,10.47,overcast clouds
483,Strezhevoy,RU,60.7333,77.5889,0.64,96,100,8.95,light snow
484,Mogadishu,SO,2.0371,45.3438,79.18,80,45,12.53,scattered clouds
485,Watsa,CD,3.0372,29.5355,63.45,96,66,3.2,broken clouds
486,Maturin,VE,9.75,-63.1767,87.64,100,85,9.22,overcast clouds
487,Khor,RU,47.8861,134.9464,33.64,91,100,13.11,snow
488,Yar-Sale,RU,66.8333,70.8333,-9.62,94,46,14.18,scattered clouds
489,Loikaw,MM,19.6742,97.2094,64.58,95,41,3.38,scattered clouds
490,Biltine,TD,14.5333,20.9167,74.88,19,4,8.93,clear sky
491,Porto Velho,BR,-8.7619,-63.9039,89.65,58,40,2.3,scattered clouds
492,Bassar,TG,9.25,0.7833,77.58,35,87,2.89,overcast clouds
493,Amarante Do Maranhao,BR,-5.5667,-46.7422,73.04,96,93,4.56,light rain
494,Bangar,PH,16.8936,120.4243,79.03,75,100,3.04,overcast clouds
495,Meulaboh,ID,4.1363,96.1285,75.29,91,100,3.33,overcast clouds
496,Zabaykalsk,RU,49.6333,117.3167,5.22,91,8,15.82,clear sky
497,Uttiramerur,IN,12.6,79.7667,68.61,80,100,7.36,overcast clouds
498,Boueni,YT,-12.9025,45.0761,78.78,81,9,6.91,clear sky
499,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,73,33,12.95,scattered clouds
500,Kangaatsiaq,GL,68.3065,-53.4641,15.49,96,93,7.02,overcast clouds
501,Cooma,AU,-36.2333,149.1333,54.09,62,2,17.94,light rain
502,Vestmannaeyjar,IS,63.4427,-20.2734,46.49,81,100,18.57,overcast clouds
503,Rawson,AR,-43.3002,-65.1023,70.09,26,0,20.71,clear sky
504,Tignere,CM,7.3667,12.65,68.74,40,18,2.04,few clouds
505,Pangai,TO,-19.8,-174.35,77.67,70,1,6.35,clear sky
506,Amnat Charoen,TH,15.9167,104.75,75.7,75,100,15.57,overcast clouds
507,Tautira,PF,-17.7333,-149.15,74.34,91,100,9.62,light rain
508,Road Town,VG,18.4167,-64.6167,82.44,78,40,9.22,scattered clouds
509,Buala,SB,-8.145,159.5921,82.81,74,70,6.91,broken clouds
510,Kamina,CD,-8.7386,24.9906,64.06,95,100,3.38,overcast clouds
511,Khani,GE,41.9563,42.9566,47.77,68,98,4.97,overcast clouds
512,Peniche,PT,39.3558,-9.3811,60.12,84,100,14.88,overcast clouds
513,Ixtapa,MX,20.7,-105.2,85.82,54,86,5.3,overcast clouds
514,Boffa,GN,10.1667,-14.0333,76.66,63,99,1.39,overcast clouds
515,Tazovskiy,RU,67.4667,78.7,-24.2,100,82,4.97,broken clouds
516,Kodinsk,RU,58.6881,99.1844,3.15,99,95,3.87,overcast clouds
517,Miri,MY,4.4148,114.0089,77.14,94,40,2.3,scattered clouds
518,Mangaratiba,BR,-22.9597,-44.0406,76.06,73,26,7.96,scattered clouds
519,Adwa,ET,14.1646,38.8955,59.9,54,57,4.81,broken clouds
520,Laguna,US,38.421,-121.4238,65.28,32,0,1.01,clear sky
521,Northam,GB,51.0333,-4.2167,47.25,89,100,14.81,overcast clouds
522,Antofagasta,CL,-23.65,-70.4,65.48,74,9,8.01,clear sky
523,Manzanillo,CU,20.3433,-77.1167,85.93,55,54,9.08,light rain
524,Bardiyah,LY,31.7561,25.0865,69.84,35,19,11.56,few clouds
525,Wanxian,CN,30.8039,108.3897,55.99,92,0,3.33,clear sky
526,Aklavik,CA,68.2191,-135.0107,30.2,93,100,4.61,light snow
527,Okhotsk,RU,59.3833,143.3,3.81,72,99,6.82,overcast clouds
528,Ginda,IN,30.6945,78.4932,47.05,40,55,6.6,broken clouds
529,Nishihara,JP,26.1842,127.7558,74.48,83,20,8.05,few clouds
530,Wentzville,US,38.8114,-90.8529,37.58,46,26,11.99,scattered clouds
531,Kudahuvadhoo,MV,2.6708,72.8944,81.41,76,53,13.82,broken clouds
532,Debre Zeyit,ET,8.75,38.9833,55.27,41,29,4.45,scattered clouds
533,Tura,IN,25.5198,90.2201,60.51,53,100,3.22,overcast clouds
534,Port Shepstone,ZA,-30.7414,30.455,63.7,80,100,13.02,light rain
535,Bougouni,ML,11.417,-7.479,77.94,21,100,3.15,overcast clouds
536,Pangkalanbuun,ID,-2.6833,111.6167,73.69,99,98,2.21,overcast clouds
537,Linxia,CN,35.6003,103.2064,38.01,47,12,1.45,few clouds
538,Catumbela,AO,-12.4314,13.5472,76.71,78,29,5.7,scattered clouds
539,Elko,US,41.0002,-115.5012,25.65,51,0,1.99,clear sky
540,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.67,78,89,9.48,overcast clouds
541,Bestobe,KZ,52.4994,73.0975,10.11,89,90,9.44,overcast clouds
542,Hoquiam,US,46.9809,-123.8893,53.31,53,57,8.25,broken clouds
543,Chenzhou,CN,25.8,113.0333,58.51,96,96,1.14,overcast clouds
544,Yinchuan,CN,38.4681,106.2731,40.78,30,0,4.29,clear sky
545,Bajil,YE,15.0584,43.2851,79.74,66,7,4.34,clear sky
546,Sola,VU,-13.8833,167.55,77.67,89,100,0.0,overcast clouds
547,Hammerfest,NO,70.6634,23.6821,30.65,64,1,1.14,clear sky
548,Healdsburg,US,38.6105,-122.8692,69.1,28,6,2.89,clear sky
549,Mari-Turek,RU,56.7895,49.6235,15.96,85,6,8.1,clear sky
550,Severo-Yeniseyskiy,RU,60.3725,93.0408,-10.35,99,81,4.72,broken clouds
551,Beipiao,CN,41.7919,120.7792,34.83,49,79,7.11,broken clouds
552,Vernon,CA,50.2581,-119.2691,32.61,64,73,3.44,broken clouds
553,Marsaxlokk,MT,35.8419,14.5431,70.41,78,0,12.66,clear sky
554,Odienne,CI,9.51,-7.5692,75.22,35,99,3.15,overcast clouds
555,Gubkinskiy,RU,64.434,76.5026,-15.99,100,83,3.4,broken clouds
556,Bolgatanga,GH,10.7856,-0.8514,82.47,28,13,5.66,few clouds
557,Rio Grande,BR,-32.035,-52.0986,82.51,73,29,22.12,scattered clouds
558,Tessalit,ML,20.1986,1.0114,73.2,11,100,8.52,overcast clouds
559,Bilibino,RU,68.0546,166.4372,-18.02,100,100,1.3,overcast clouds
560,Churapcha,RU,62.0025,132.4325,-15.57,100,98,4.05,overcast clouds
561,Erzin,TR,36.9559,36.2,61.43,63,0,2.91,clear sky
562,Plettenberg Bay,ZA,-34.0527,23.3716,56.77,78,0,6.89,clear sky
563,Ternate,ID,0.8,127.4,80.85,77,95,2.82,overcast clouds
564,Salto,UY,-31.3833,-57.9667,95.16,22,40,11.99,scattered clouds
565,Tromso,NO,69.6496,18.957,23.02,93,0,3.44,clear sky
566,Fairbanks,US,64.8378,-147.7164,22.23,81,87,2.1,overcast clouds
567,Belawan,ID,3.7755,98.6832,77.29,88,100,3.2,light rain
568,Nanakuli,US,21.3906,-158.1547,82.11,61,75,9.22,broken clouds
569,Barranca,PE,-10.75,-77.7667,67.26,74,71,8.55,broken clouds
570,Brae,GB,60.3964,-1.353,46.15,59,96,27.0,overcast clouds
571,Mahibadhoo,MV,3.7833,72.9667,79.9,80,76,11.63,broken clouds
572,Motihari,IN,26.65,84.9167,61.48,57,2,5.57,clear sky
573,Namibe,AO,-15.1961,12.1522,71.62,73,75,8.01,light rain
574,Colonia,DE,50.9333,6.95,39.58,81,100,4.61,overcast clouds
575,Bull Savanna,JM,17.8868,-77.5902,80.47,71,26,15.23,scattered clouds
576,Nikolayevsk-Na-Amure,RU,53.1406,140.73,19.69,97,100,4.59,overcast clouds
577,Jobner,IN,26.9667,75.3833,58.42,28,12,6.76,few clouds
578,Bearsden,GB,55.9154,-4.3328,47.01,80,100,15.01,moderate rain
579,Meybod,IR,32.2501,54.0166,55.42,49,70,8.08,broken clouds
580,Oyon,PE,-10.6681,-76.7731,59.07,36,99,2.59,overcast clouds
581,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,86,36,4.68,scattered clouds
582,Miles City,US,46.4083,-105.8406,27.95,72,14,7.07,few clouds
583,Kokopo,PG,-4.352,152.2633,80.17,77,100,3.69,overcast clouds
584,Mabaruma,GY,8.2,-59.7833,76.84,91,23,4.16,few clouds
585,Marzuq,YE,14.4,46.4667,65.88,54,6,1.68,clear sky
586,Orbetello,IT,42.4408,11.2196,54.1,90,100,5.23,overcast clouds
587,Druzhba,UA,52.0428,33.9453,20.25,96,87,11.99,overcast clouds
588,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-0.78,98,12,2.55,few clouds
589,Sao Raimundo Nonato,BR,-9.0153,-42.6994,81.66,56,100,1.03,light rain
590,Mirnyy,RU,62.5353,113.9611,-6.77,95,72,6.42,broken clouds
591,Gagra,GE,43.3283,40.2239,56.32,73,100,9.69,overcast clouds
592,Samarinda,ID,-0.5,117.15,73.81,98,100,1.61,overcast clouds
593,Ko Samui,TH,9.5357,99.9357,81.03,78,100,8.1,moderate rain
594,Gao,ML,16.6362,1.637,76.39,14,85,11.86,overcast clouds
595,Porto Franco,BR,-6.3383,-47.3992,76.68,86,87,4.23,moderate rain
596,Kilingi-Nomme,EE,58.1503,24.9642,22.41,95,100,4.85,snow
597,Bykivka,UA,50.2929,27.9831,16.61,93,96,2.01,overcast clouds
598,Champerico,GT,14.3,-91.9167,83.89,69,8,4.88,clear sky
599,Siocon,PH,7.7061,122.1353,78.46,89,100,5.82,overcast clouds
600,Shimoda,JP,34.6667,138.95,55.11,72,100,20.54,light rain
601,Atikokan,CA,48.7555,-91.6216,9.01,77,100,10.49,overcast clouds
602,Otradnoye,RU,59.7775,30.8181,23.09,78,95,7.7,overcast clouds
603,Chumphon,TH,10.3333,98.8333,69.55,97,73,1.92,broken clouds
604,Bridlington,GB,54.0831,-0.1919,43.9,64,68,17.78,broken clouds
605,Bani Walid,LY,31.7566,13.9942,73.13,21,100,10.31,overcast clouds
606,Bolkhov,RU,53.4433,36.0044,26.67,98,100,3.96,light snow
607,Karachi,PK,24.9056,67.0822,71.42,88,1,3.44,smoke
608,Luau,AO,-10.7073,22.2247,64.44,96,69,3.47,broken clouds
609,Samarai,PG,-10.6167,150.6667,83.82,75,83,10.42,broken clouds
610,Conakry,GN,9.538,-13.6773,81.66,65,97,6.4,overcast clouds
611,Ratne,UA,51.6683,24.5303,18.72,94,11,4.07,few clouds
612,Las Cruces,US,32.3123,-106.7783,54.55,39,0,4.61,clear sky
613,Bahia Blanca,AR,-38.7196,-62.2724,88.29,30,35,1.01,scattered clouds
614,Salisbury,GB,51.0693,-1.7957,44.02,91,100,3.44,overcast clouds
615,Two Rivers,US,44.1539,-87.5693,24.17,68,71,7.0,broken clouds
616,Nador,MA,35.174,-2.9287,62.85,63,20,18.41,few clouds
617,Labuhan,ID,-6.8844,112.2051,78.31,86,71,5.99,broken clouds
618,Beian,NO,63.6559,9.5683,38.01,44,0,6.91,clear sky
619,Mutoko,ZW,-17.397,32.2268,74.03,41,53,3.27,broken clouds
620,Samarkand,UZ,39.6542,66.9597,42.22,87,13,2.3,mist
621,Iralaya,HN,15.0,-83.2333,80.47,83,100,11.1,moderate rain
622,Prachuap Khiri Khan,TH,12.2167,99.75,70.77,94,99,3.49,light rain
623,Acapulco,MX,16.8634,-99.8901,84.97,65,99,6.26,overcast clouds
624,General Roca,AR,-39.0333,-67.5833,79.63,12,100,16.28,overcast clouds
625,Porto Novo,BJ,6.4965,2.6036,78.82,83,39,6.2,scattered clouds
626,Salinas,US,36.6777,-121.6555,71.69,30,0,21.85,clear sky
627,Pingyin,CN,36.2831,116.4453,48.58,84,0,3.36,clear sky
628,Benghazi,LY,32.1167,20.0667,72.9,37,71,18.77,broken clouds
629,Omsukchan,RU,62.5333,155.8,-15.52,78,54,2.48,broken clouds
630,San Andres,CO,12.5847,-81.7006,77.52,88,100,19.33,moderate rain
631,Mana,GF,5.6592,-53.7767,79.9,79,100,9.91,overcast clouds
632,Avera,US,33.194,-82.5271,58.51,40,100,8.63,overcast clouds
633,Tanout,NE,14.9709,8.8879,74.19,19,96,9.8,overcast clouds
634,Placido De Castro,BR,-10.3353,-67.1856,94.57,40,81,5.19,broken clouds
635,Bedele,ET,8.456,36.353,52.79,86,13,3.13,light rain
636,Antalaha,MG,-14.9003,50.2788,69.22,89,5,3.91,clear sky
637,Begunitsy,RU,59.5855,29.3176,20.62,80,91,8.7,overcast clouds
638,Manicore,BR,-5.8092,-61.3003,87.75,70,40,4.61,scattered clouds
639,Ubinskoye,RU,55.3068,79.6802,6.39,89,100,14.65,overcast clouds
640,Meiganga,CM,6.5167,14.3,69.4,47,46,5.12,scattered clouds
641,Bykovo,RU,55.6361,38.0803,28.13,93,100,13.42,overcast clouds
642,Touba,CI,8.2833,-7.6833,76.84,38,100,1.99,overcast clouds
643,Tomatlan,MX,19.9333,-105.25,85.78,56,100,6.02,overcast clouds
644,Padilla,CO,3.2204,-76.3139,85.57,70,89,0.47,overcast clouds
645,Fort Nelson,CA,58.8053,-122.7002,28.44,69,98,0.87,overcast clouds
646,Marsa Matruh,EG,31.3525,27.2453,70.21,39,0,6.35,clear sky
647,Akdepe,TM,42.0551,59.3788,43.74,68,10,3.02,clear sky
648,Adrar,MR,20.5022,-10.0711,70.47,28,0,9.73,clear sky
649,Owando,CG,-0.4819,15.8999,76.15,81,100,0.87,overcast clouds
650,Airai,TL,-8.9266,125.4092,62.06,94,100,2.04,overcast clouds
651,Arzgir,RU,45.3728,44.2206,51.46,81,100,3.58,overcast clouds
652,Ahipara,NZ,-35.1667,173.1667,63.07,90,58,15.12,moderate rain
653,Orebro,SE,59.2741,15.2066,33.26,86,75,12.66,broken clouds
654,Milkovo,RU,54.7167,158.6167,-3.19,95,87,1.61,overcast clouds
655,Coihaique,CL,-45.5752,-72.0662,52.41,71,75,13.8,light intensity shower rain
656,Xinzhi,CN,36.4989,111.7047,49.17,62,0,3.06,clear sky
657,Chala,TZ,-7.5833,31.2667,60.08,90,100,1.5,light rain
658,Iskateley,RU,67.6803,53.1512,34.07,97,100,13.78,overcast clouds
659,Ust-Tsilma,RU,65.441,52.1498,28.62,94,100,12.01,overcast clouds
660,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.47,96,100,2.51,overcast clouds
661,Shubarshi,KZ,48.5872,57.1869,33.73,83,48,6.58,scattered clouds
662,Shache,CN,38.4167,77.2406,43.54,23,100,6.02,overcast clouds
663,Udachnyy,RU,66.4167,112.4,-17.5,98,9,4.54,clear sky
664,Porciuncula,BR,-20.9628,-42.0408,69.76,79,18,3.6,few clouds
665,Aykhal,RU,66.0,111.5,-9.92,96,35,10.94,scattered clouds
666,Tambopata,PE,-12.7333,-69.1833,93.09,52,0,6.91,clear sky
667,Kailua,US,21.4022,-157.7394,84.18,74,18,5.99,few clouds
668,Luis Correia,BR,-2.8792,-41.6669,84.2,74,20,14.97,few clouds
669,Bubaque,GW,11.2833,-15.8333,84.47,56,96,11.34,overcast clouds
670,Brawley,US,32.9787,-115.5303,71.85,14,0,11.5,clear sky
671,Katete,UG,-0.7818,29.7544,61.41,99,100,3.06,moderate rain
672,Istisu,AZ,40.9457,48.0738,32.67,53,0,5.35,clear sky
673,Callaway,US,30.153,-85.5699,55.33,62,100,6.91,light intensity drizzle
674,Rylsk,RU,51.5655,34.6822,24.75,92,96,14.25,overcast clouds
675,Diffa,NE,13.3154,12.6113,75.99,20,1,8.25,clear sky
676,Silopi,TR,37.2497,42.4694,58.37,63,0,2.21,clear sky
677,Shieli,KZ,44.1667,66.75,42.87,60,77,6.58,broken clouds
678,Maumere,ID,-8.6199,122.2111,76.55,89,100,0.92,overcast clouds
679,Frei Paulo,BR,-10.5494,-37.5344,75.47,73,86,14.05,overcast clouds
680,Kostomuksha,RU,64.571,30.5767,19.8,98,53,1.14,broken clouds
681,Marathon,US,44.9,-89.7668,18.64,58,75,18.41,broken clouds
682,Fukue,JP,32.6881,128.8419,64.69,78,64,11.32,broken clouds
683,Zhangye,CN,38.9342,100.4517,33.39,26,22,4.65,few clouds
684,Orotukan,RU,62.2667,151.7,-5.93,85,100,2.15,overcast clouds
685,Aitape,PG,-3.1374,142.3475,77.72,89,84,4.59,broken clouds
686,Huarmey,PE,-10.0681,-78.1522,67.96,76,100,8.23,overcast clouds
687,Vega De Alatorre,MX,20.0333,-96.6333,74.37,82,91,11.59,overcast clouds
688,Kamaris,AM,40.2354,44.6946,32.95,68,1,4.12,clear sky
689,Viedma,AR,-40.8135,-62.9967,75.11,33,65,18.3,broken clouds
690,Cap Malheureux,MU,-19.9842,57.6142,69.48,72,0,1.99,clear sky
691,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,72.57,73,99,14.07,overcast clouds
