City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
494,Bangar,PH,79.03,overcast clouds,16.8936,120.4243,Villa Elita
495,Meulaboh,ID,75.29,overcast clouds,4.1363,96.1285,Kost Pria
498,Boueni,YT,78.78,clear sky,-12.9025,45.0761,The feet in water
499,Sao Joao Da Barra,BR,77.09,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
505,Pangai,TO,77.67,clear sky,-19.8,-174.35,Ha'apai Beach Resort
506,Amnat Charoen,TH,75.7,overcast clouds,15.9167,104.75,หอพักนักศึกษา
508,Road Town,VG,82.44,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
509,Buala,SB,82.81,broken clouds,-8.145,159.5921,Maringe Lagoon Lodge
513,Ixtapa,MX,85.82,overcast clouds,20.7,-105.2,hotel la terminal
514,Boffa,GN,76.66,overcast clouds,10.1667,-14.0333,Hôtel Niara Belly
517,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
518,Mangaratiba,BR,76.06,scattered clouds,-22.9597,-44.0406,Portobello Resort & Safari
523,Manzanillo,CU,85.93,light rain,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
531,Kudahuvadhoo,MV,81.41,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
535,Bougouni,ML,77.94,overcast clouds,11.417,-7.479,Non Stop
538,Catumbela,AO,76.71,scattered clouds,-12.4314,13.5472,Hotel Do Kamgamba
540,Sao Jose Da Coroa Grande,BR,77.67,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
545,Bajil,YE,79.74,clear sky,15.0584,43.2851,فندق حضرموت
546,Sola,VU,77.67,overcast clouds,-13.8833,167.55,Leumerus Bungalows
554,Odienne,CI,75.22,overcast clouds,9.51,-7.5692,Oustaz Vame DIAKITE
556,Bolgatanga,GH,82.47,few clouds,10.7856,-0.8514,Mama's Place
557,Rio Grande,BR,82.51,scattered clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
563,Ternate,ID,80.85,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
567,Belawan,ID,77.29,light rain,3.7755,98.6832,Rumah Mamak Bapak M.Radial
568,Nanakuli,US,82.11,broken clouds,21.3906,-158.1547,Camp Pālehua
571,Mahibadhoo,MV,79.9,broken clouds,3.7833,72.9667,Omadhoo Inn
575,Bull Savanna,JM,80.47,scattered clouds,17.8868,-77.5902,Big Red's
583,Kokopo,PG,80.17,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
584,Mabaruma,GY,76.84,few clouds,8.2,-59.7833,Monty Brooms Guest House
589,Sao Raimundo Nonato,BR,81.66,light rain,-9.0153,-42.6994,Real Hotel
593,Ko Samui,TH,81.03,moderate rain,9.5357,99.9357,The Passage
595,Porto Franco,BR,76.68,moderate rain,-6.3383,-47.3992,Saint Louis Hotel
598,Champerico,GT,83.89,clear sky,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
599,Siocon,PH,78.46,overcast clouds,7.7061,122.1353,ABS Hotel
609,Samarai,PG,83.82,broken clouds,-10.6167,150.6667,Nuli Sapi
610,Conakry,GN,81.66,overcast clouds,9.538,-13.6773,Riviera Royal Hotel
613,Bahia Blanca,AR,88.29,scattered clouds,-38.7196,-62.2724,Hotel Argos
617,Labuhan,ID,78.31,broken clouds,-6.8844,112.2051,DoubleFAG
621,Iralaya,HN,80.47,moderate rain,15.0,-83.2333,Iglesia morava renovada
623,Acapulco,MX,84.97,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
624,General Roca,AR,79.63,overcast clouds,-39.0333,-67.5833,Hotel El Recreo
625,Porto Novo,BJ,78.82,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
630,San Andres,CO,77.52,moderate rain,12.5847,-81.7006,Hotel Arena Blanca
631,Mana,GF,79.9,overcast clouds,5.6592,-53.7767,LE SAMANA
638,Manicore,BR,87.75,scattered clouds,-5.8092,-61.3003,Hotel Durval
642,Touba,CI,76.84,overcast clouds,8.2833,-7.6833,Hotel de L'Amitié Vraie
643,Tomatlan,MX,85.78,overcast clouds,19.9333,-105.25,El Salvial
644,Padilla,CO,85.57,overcast clouds,3.2204,-76.3139,La Granadina
649,Owando,CG,76.15,overcast clouds,-0.4819,15.8999,Exaunel Hotel Owando
667,Kailua,US,84.18,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
668,Luis Correia,BR,84.2,few clouds,-2.8792,-41.6669,Hotel Amarração
669,Bubaque,GW,84.47,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
675,Diffa,NE,75.99,clear sky,13.3154,12.6113,ProDAF/Diffa
678,Maumere,ID,76.55,overcast clouds,-8.6199,122.2111,Sylvia Hotel
679,Frei Paulo,BR,75.47,overcast clouds,-10.5494,-37.5344,Restaurante e Pousada Nossa Senhora De Fátima
689,Viedma,AR,75.11,broken clouds,-40.8135,-62.9967,Hotel Cristal
698,Acajutla,SV,83.61,broken clouds,13.5928,-89.8275,CASA DE LA PERRA
701,Quelimane,MZ,78.57,clear sky,-17.8786,36.8883,Hotel Flamingo
702,Tigre,AR,88.27,clear sky,-34.426,-58.5796,Puerto Delta Apartamentos
704,Delta,NG,76.64,overcast clouds,5.5,6.0,Prestige Hotel
708,Inhambane,MZ,76.68,overcast clouds,-23.865,35.3833,Oceano
709,Majene,ID,77.47,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
710,Punta Cardon,VE,82.53,scattered clouds,11.6581,-70.215,Bambuda hotel
716,Pauini,BR,85.75,overcast clouds,-7.7136,-66.9764,Casa do Kiwliks
717,Fare,PF,78.39,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
719,Maragogi,BR,77.31,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
721,Tarata,BO,76.42,overcast clouds,-17.6167,-66.0167,Hacienda castillo
732,Matara,LK,75.16,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
736,San Miguel,SV,88.59,clear sky,13.4833,-88.1833,Excalibur
738,Nagua,DO,78.85,broken clouds,19.3832,-69.8474,Hotel Cambri
741,Manado,ID,75.97,scattered clouds,1.487,124.8455,Aryaduta Hotel
743,Ambon,ID,75.34,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
746,Pa Sang,TH,75.85,overcast clouds,18.5262,98.9394,โรงแรม จามจุรี 99
